ID	p10_12M	p103_12M	p103_4M	p103_B	p10_4M	p105_12M	p105_4M	p105_B	p10_B	p1_12M	p12_12M	p12_4M	p128_12M	p128_4M	p128_B	p12_B	p133_12M	p133_4M	p133_B	p137_12M	p137_4M	p137_B	p1_4M	p150_12M	p150_4M	p150_B	p157_12M	p157_4M	p157_B	p172_12M	p172_4M	p172_B	p179_12M	p179_4M	p179_B	p180_12M	p180_4M	p180_B	p181_12M	p181_4M	p181_B	p184_12M	p184_4M	p184_B	p195_12M	p195_4M	p195_B	p1_B	p201_12M	p201_4M	p201_B	p203_12M	p203_4M	p203_B	p224_12M	p224_4M	p224_B	p229_12M	p229_4M	p229_B	p238_12M	p238_4M	p238_B	p240_12M	p240_4M	p240_B	p244_12M	p244_4M	p244_B	p256_12M	p256_4M	p256_B	p258_12M	p258_4M	p258_B	p263_12M	p263_4M	p263_B	p265_12M	p265_4M	p265_B	p268_12M	p268_4M	p268_B	p275_12M	p275_4M	p275_B	p276_12M	p276_4M	p276_B	p281_12M	p281_4M	p281_B	p282_12M	p282_4M	p282_B	p332_12M	p332_4M	p332_B	p335_12M	p335_4M	p335_B	p338_12M	p338_4M	p338_B	p341_12M	p341_4M	p341_B	p343_12M	p343_4M	p343_B	p345_12M	p345_4M	p345_B	p350_12M	p350_4M	p350_B	p377_12M	p377_4M	p377_B	p385_12M	p385_4M	p385_B	p387_12M	p387_4M	p387_B	p397_12M	p397_4M	p397_B	p42_12M	p42_4M	p42_B	p45_12M	p45_4M	p45_B	p503_12M	p503_4M	p503_B	p504_12M	p504_4M	p504_B	p507_12M	p507_4M	p507_B	p511_12M	p511_4M	p511_B	p521_12M	p521_4M	p521_B	p527_12M	p527_4M	p527_B	p53_12M	p532_12M	p532_4M	p532_B	p53_4M	p536_12M	p536_4M	p536_B	p53_B	p546_12M	p546_4M	p546_B	p549_12M	p549_4M	p549_B	p560_12M	p560_4M	p560_B	p565_12M	p565_4M	p565_B	p567_12M	p567_4M	p567_B	p570_12M	p570_4M	p570_B	p572_12M	p572_4M	p572_B	p577_12M	p577_4M	p577_B	p582_12M	p582_4M	p582_B	p585_12M	p585_4M	p585_B	p587_12M	p587_4M	p587_B	p589_12M	p589_4M	p589_B	p590_12M	p590_4M	p590_B	p591_12M	p591_4M	p591_B	p599_12M	p599_4M	p599_B	p608_12M	p608_4M	p608_B	p615_12M	p615_4M	p615_B	p622_12M	p622_4M	p622_B	p624_12M	p624_4M	p624_B	p626_12M	p626_4M	p626_B	p635_12M	p635_4M	p635_B	p637_12M	p637_4M	p637_B	p640_12M	p640_4M	p640_B	p70_12M	p70_4M	p70_B	p7_12M	p7_4M	p78_12M	p78_4M	p78_B	p7_B	p82_12M	p82_4M	p82_B	p9_12M	p9_4M	p9_B
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_avidum|t__Propionibacterium_avidum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9169	0	0	0.44969	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00249	0	0	0	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii|t__GCF_000091725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_granulosum|t__Propionibacterium_granulosum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_HGH0353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_sp_HGH0353|t__GCF_000413335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01574	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionimicrobium|s__Propionimicrobium_lymphophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01574	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionimicrobium|s__Propionimicrobium_lymphophilum|t__GCF_000411175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01574	0	0	0	0	0	0	0	0	0.00774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	15.23365	0.03645	0	43.98649	28.04592	4.03687	83.20911	96.90951	0.25243	1.9377	0	13.92595	8.40639	19.09633	11.5325	3.59167	13.76063	71.07091	0.02442	0.41042	66.7149	0.57143	41.92352	0.00741	23.69825	0.0113	7.0775	28.90245	0.43648	4.99784	0.00405	21.74797	11.13756	16.75826	1.02463	0.52299	0	0.46869	3.81584	72.60149	0.85634	0.99524	81.25937	18.52459	21.52265	53.12761	3.05348	19.6028	8.20844	70.17204	40.93194	0.89547	36.30923	1.11328	0.01808	7.63757	0.0016	5.17334	77.31486	10.40734	0.18621	81.96338	0.03985	22.86713	31.71135	0.00248	3.36139	70.91046	6.39063	13.3996	87.19058	61.88369	2.24693	0	0.0353	2.93231	55.63696	13.6738	4.00225	80.89483	0.00234	5.92907	56.76836	50.28654	5.14325	90.39902	5.04046	7.28432	69.63275	23.13085	0.64506	68.17913	63.78691	1.86712	90.32916	20.30801	2.00066	43.64146	23.56674	9.42287	77.66592	6.83621	3.49335	69.76169	4.32985	0.53377	30.07429	39.55373	0.29524	40.5263	96.68744	0.84327	60.40918	84.0179	15.01444	49.60668	6.98128	16.78432	44.11776	68.57421	0.53875	91.53554	0.00278	0.29904	69.46345	3.21572	4.13443	81.41431	97.14256	6.09595	39.52104	15.98442	64.54881	12.66312	5.12863	11.18687	46.01407	38.96588	5.44013	3.07653	0.01269	20.67458	71.37319	86.39206	0.49127	18.67509	22.28448	0.34631	39.4293	0.00627	4.61417	43.0763	0.04467	18.18108	0	25.50749	0.04244	10.56904	0.38208	76.36795	0.00062	44.04268	3.54179	30.41938	0	1.03613	14.46488	0.00342	1.62702	54.61341	0.02211	1.1197	32.44069	20.25452	28.13719	51.70506	0.00302	8.27449	18.29219	0.73927	1.51417	32.57305	46.65706	26.43072	17.60944	0	3.00057	58.57878	0.0716	2.67419	95.62233	0.00167	5.86466	23.27004	1.86924	4.6902	30.66582	92.87923	7.66685	26.85013	8.23219	0.0016	22.21696	74.63471	6.30246	89.68993	56.94958	14.30483	90.4273	68.40928	6.58209	68.95947	26.23125	17.31922	87.36958	3.17194	3.56119	17.80439	0.04316	4.39096	60.32637	0.56669	2.37282	85.62213	73.67532	0.96875	66.80809	82.00098	4.77386	0.00409	30.05368	2.81011	65.12141	0.73927	11.14759	57.98357	11.06962	45.62618	92.1421	42.32146	4.28095	28.54394	21.48464	0.05535	0.02285	0.00437
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	15.23365	0.03645	0	43.98649	28.04592	4.03687	83.20911	96.90951	0.25243	1.9377	0	13.92595	8.40639	19.09633	11.5325	3.59167	13.76063	71.07091	0.02442	0.41042	66.7149	0.57143	41.92352	0.00741	23.69825	0.0113	7.0775	28.90245	0.43648	4.99784	0.00405	21.74797	11.13756	16.75826	1.02463	0.52299	0	0.46869	3.81584	72.60149	0.85634	0.99524	81.25937	18.52459	21.52265	53.12761	3.05348	19.6028	8.20844	70.17204	40.93194	0.89547	36.30923	1.11328	0.01808	7.63757	0.0016	5.17334	77.31486	10.40734	0.18621	81.96338	0.03985	22.86713	31.71135	0.00248	3.36139	70.91046	6.39063	13.3996	87.19058	61.88369	2.24693	0	0.0353	2.93231	55.63696	13.6738	4.00225	80.89483	0.00234	5.92907	56.76836	50.28654	5.14325	90.39902	5.04046	7.28432	69.63275	23.13085	0.64506	68.17913	63.78691	1.86712	90.32916	20.30801	2.00066	43.64146	23.56674	9.42287	77.66592	6.83621	3.49335	69.76169	4.32985	0.53377	30.07429	39.55373	0.29524	40.5263	96.68744	0.84327	60.40918	84.0179	15.01444	49.60668	6.98128	16.78432	44.11776	68.57421	0.53875	91.53554	0.00278	0.29904	69.46345	3.21572	4.13443	81.41431	97.14256	6.09595	39.52104	15.98442	64.54881	12.66312	5.12863	11.18687	46.01407	38.96588	5.44013	3.07653	0.01269	20.67458	71.37319	86.39206	0.49127	18.67509	22.28448	0.34631	39.4293	0.00627	4.61417	43.0763	0.04467	18.18108	0	25.50749	0.04244	10.56904	0.38208	76.36795	0.00062	44.04268	3.54179	30.41938	0	1.03613	14.46488	0.00342	1.62702	54.61341	0.02211	1.1197	32.44069	20.25452	28.13719	51.70506	0.00302	8.27449	18.29219	0.73927	1.51417	32.57305	46.65706	26.43072	17.60944	0	3.00057	58.57878	0.0716	2.67419	95.62233	0.00167	5.86466	23.27004	1.86924	4.6902	30.66582	92.87923	7.66685	26.85013	8.23219	0.0016	22.21696	74.63471	6.30246	89.68993	56.94958	14.30483	90.4273	68.40928	6.58209	68.95947	26.23125	17.31922	87.36958	3.17194	3.56119	17.80439	0.04316	4.39096	60.32637	0.56669	2.37282	85.62213	73.67532	0.96875	66.80809	82.00098	4.77386	0.00409	30.05368	2.81011	65.12141	0.73927	11.14759	57.98357	11.06962	45.62618	92.1421	42.32146	4.28095	28.54394	21.48464	0.05535	0.02285	0.00437
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens|t__Alloscardovia_omnicolens_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	15.23365	0.03645	0	43.98649	28.04592	4.03687	83.20911	96.90951	0.25243	1.9377	0	13.92595	8.40639	19.08198	11.5325	3.59167	13.76063	71.07058	0.02442	0.41042	66.7149	0.57143	41.92352	0.00741	23.69825	0.0113	7.0775	28.90245	0.43648	4.99784	0.00405	21.74797	11.13756	16.75826	1.02463	0.52299	0	0	3.81584	72.58632	0.85634	0.99524	81.25937	18.52459	21.52265	53.12761	3.05348	19.6028	8.20844	70.16707	40.5087	0.89547	36.30923	1.11328	0.01808	7.63757	0.0016	5.17334	77.31486	10.40734	0.18621	81.96338	0.03985	22.86713	31.71135	0.00248	3.36139	70.91046	6.39063	13.3996	87.19058	61.88369	2.24693	0	0.0353	2.93231	55.63696	13.6738	4.00225	80.89483	0.00234	5.92907	56.76836	50.28654	5.14325	90.38244	5.04046	7.28432	69.63275	23.13085	0.64506	68.17913	63.78691	1.86712	90.32916	20.30801	2.00066	43.64146	23.56674	9.42287	77.66592	6.83621	3.49335	69.76169	4.32985	0.53377	30.07429	39.55373	0.29524	40.5263	96.68744	0.84327	60.40918	84.0179	15.01444	49.60668	6.98128	16.78432	44.11776	68.57421	0.53875	91.53554	0.00278	0.29904	69.46345	3.21572	4.13443	81.40178	97.12397	6.09595	39.52104	15.98442	64.54881	12.66312	5.12863	11.18687	46.01407	38.96588	5.44013	3.07653	0.01269	20.67458	71.37319	86.39206	0.49127	18.67509	22.28448	0.34631	39.42217	0.00627	4.61417	43.0763	0.04467	18.18108	0	25.50749	0.04244	10.56904	0.38208	76.36795	0.00062	44.04268	3.54179	30.41938	0	1.03613	14.46488	0.00342	1.62702	54.61341	0.02211	1.1197	32.44069	20.25452	28.13719	51.63896	0.00302	8.27449	18.29219	0.73927	1.51417	32.57305	46.62243	26.43072	17.60944	0	3.00057	58.57878	0.0716	2.67419	95.62233	0.00167	5.86466	23.27004	1.86924	4.6902	30.66582	92.87923	7.66685	26.85013	8.23219	0.0016	22.21696	74.63471	6.30246	89.68993	56.94958	14.30483	90.4273	68.40928	6.58209	68.9327	26.23125	17.31922	87.36958	3.17194	3.56119	17.80439	0.04316	4.39096	60.32637	0.56669	2.37282	85.62213	73.67532	0.96875	66.80809	82.00098	4.77386	0.00409	30.05368	2.81011	65.12141	0.73927	11.14759	57.90471	11.06962	45.62618	92.1421	42.32146	4.28095	28.54394	21.48464	0.05535	0.02285	0.00437
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	9.4784	0	0	9.00E-05	2.78925	0	0	0.13432	0.02022	0.00997	0	0	4.80955	15.98508	0.00158	0	0.00022	2.14519	0	0.08477	0.12701	0.0019	0.00979	0	0	0	3.01083	0.00314	0.06826	2.62816	0.00405	17.42072	3.39122	5.31075	0	0	0	0	0	0.00045	0	0.03006	0	3.85048	6.73457	0	0.06043	2.95501	0.90238	0	0.00198	0	0	0	0	0	0	0.00617	0.83154	6.86115	0	0	0	19.5333	0.93848	0.00248	0.87089	2.02884	0.01074	0.00014	0	0	0.38286	0	0	1.71258	29.61288	8.64883	0	0.01349	8.00E-05	2.79753	5.39549	7.40906	0	0	0	0	0.00208	0.07976	0	0.00176	0.0222	0	0	0.02449	1.82065	24.52524	8.37813	0.00936	7.52349	0	0	0.00604	0	0	0.00074	0.0013	0.04137	0	0	0	0.84016	11.3966	11.56065	0.40113	0.01952	7.15069	0.00424	5.63512	0	0	0	0	0.00396	0.91534	1.18194	0.01112	5.28984	0.37909	0.00111	0.0036	3.3018	3.30967	5.10626	8.96032	30.39187	20.66161	1.05532	0	0	0	0.00399	0.00068	0	0	0	0	0	0	0	0.00067	0	10.43258	0	0.00078	0	2.68034	0.00427	0.00078	0	27.47692	0	0	0	0	0	0	0	0	0	0	0.00172	3.49033	0	0.00017	0	0	3.50123	0.16328	0	0	0	0	0	0	0.03377	10.21123	0.01103	1.18921	0.00239	0	0	0	0	0	0	0	0.00966	5.49213	0.69619	0	4.74593	48.01685	0	0.01401	3.30104	4.70321	3.00539	0.00553	0.26595	0	0	6.08587	7.55055	0.02129	0.00158	0.00258	0	0.1519	0.36933	0.03051	0	0.00039	0	0.45132	2.15122	8.39509	0.81161	0.00353	0.0069	0	0	0.16328	2.85733	16.77364	3.63006	0.00914	0.97784	15.39022	2.95938	23.68018	1.46641	0.02926	0.01179	0.00437
